year,month,event_name,disease_group,province
2017,9,Lymphatic filariasis,แมลง,นครปฐม
2017,1,DF/D.H.F./DSS,แมลง,สุราษฎร์ธานี
2017,6,DF/D.H.F./DSS,แมลง,ตรัง
2017,6,DF/D.H.F./DSS,แมลง,นราธิวาส
2017,8,DF/D.H.F./DSS,แมลง,ยะลา
2017,1,DF/D.H.F./DSS,แมลง,มุกดาหาร
2017,1,DF/D.H.F./DSS,แมลง,ภูเก็ต
2017,1,DF/D.H.F./DSS,แมลง,ภูเก็ต
2017,1,Lymphatic filariasis,แมลง,ตาก
2017,1,Zika,แมลง,ตาก
2017,1,Lymphatic filariasis,แมลง,ชลบุรี
2017,1,Lymphatic filariasis,แมลง,ตาก
2017,1,DF/D.H.F./DSS,แมลง,สงขลา
2017,1,DF/D.H.F./DSS,แมลง,สระบุรี
2017,1,DF/D.H.F./DSS,แมลง,สงขลา
2017,1,DF/D.H.F./DSS,แมลง,สระบุรี
2017,1,DF/D.H.F./DSS,แมลง,นราธิวาส
2017,1,DF/D.H.F./DSS,แมลง,สงขลา
2017,1,DF/D.H.F./DSS,แมลง,นราธิวาส
2017,1,DF/D.H.F./DSS,แมลง,สุราษฎร์ธานี
2017,1,DF/D.H.F./DSS,แมลง,สระบุรี
2017,1,DF/D.H.F./DSS,แมลง,สระบุรี
2017,2,DF/D.H.F./DSS,แมลง,แม่ฮ่องสอน
2017,1,Zika,แมลง,นนทบุรี
2017,2,Malaria,แมลง,อุทัยธานี
2017,2,Zika,แมลง,กาฬสินธุ์
2017,2,DF/D.H.F./DSS,แมลง,ยะลา
2017,2,DF/D.H.F./DSS,แมลง,ยะลา
2017,2,DF/D.H.F./DSS,แมลง,กำแพงเพชร
2017,2,DF/D.H.F./DSS,แมลง,พิจิตร
2017,2,Zika,แมลง,นนทบุรี
2017,2,Zika,แมลง,ปทุมธานี
2017,2,DF/D.H.F./DSS,แมลง,ยะลา
2017,2,DF/D.H.F./DSS,แมลง,ยะลา
2017,2,DF/D.H.F./DSS,แมลง,อำนาจเจริญ
2017,2,Malaria,แมลง,เชียงราย
2017,2,DF/D.H.F./DSS,แมลง,พะเยา
2017,3,Zika,แมลง,นนทบุรี
2017,3,Zika,แมลง,เพชรบูรณ์
2017,3,DF/D.H.F./DSS,แมลง,กรุงเทพมหานคร
2017,3,Zika,แมลง,ยโสธร
2017,8,อื่นๆ ระบุ,แมลง,ลพบุรี
2017,3,Zika,แมลง,ตาก
2017,3,DF/D.H.F./DSS,แมลง,สุราษฎร์ธานี
2017,3,DF/D.H.F./DSS,แมลง,ยโสธร
2017,3,DF/D.H.F./DSS,แมลง,สุราษฎร์ธานี
2017,3,DF/D.H.F./DSS,แมลง,ชุมพร
2017,3,DF/D.H.F./DSS,แมลง,ชุมพร
2017,3,Zika,แมลง,เพชรบูรณ์
2017,3,Zika,แมลง,ตาก
2017,4,Malaria,แมลง,น่าน
2017,4,Leishmaniasis,แมลง,เชียงราย
2017,4,Lymphatic filariasis,แมลง,ราชบุรี
2017,4,Leishmaniasis,แมลง,เชียงราย
2017,4,DF/D.H.F./DSS,แมลง,สตูล
